SEDE,FACULTAD,PROGRAMA O DEPENDENCIA,NOMBRE DE LA ACTIVIDAD,RESPONSABLE(S),COMUNIDAD BENEFICIADA,VOLUNTARIADO,DESDE ASIGNATURA,NOMBRE DE LA ASIGNATURA (Aplica para actividades desde asignatura),NACIONAL,INTERNACIONAL,ESTUDIANTES,DOCENTES,BENEFICIARIOS,AÑO DE RELACIÓN
TUNJA,FCSA,EEPI,"DESDE LA FAMILIA , CONCIENTICÉMONOS EL ASE DE MANOS",CLAUDIA PATRICIA OVIEDO ROBALLO,FAMILIA,No,Si,INTRODUCCIÓN Y FUNDAMENTACIÓN EN EPIDEMIOLOGIA,Si,0,1,1,8,202120
TUNJA,FCSA,PBLC,SISTEMA DIGESTIVO Y PARASITOSIS INTESTINALES,DAYANE LORENA CIENDUA MONROY Y LAURENS DANEYEE FONSECA MOLINA,ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS GUSTAVO ROJAS PINILLA Y GIMNASIO GRAN COLOMBIANO,No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,2,1,13,202120
TUNJA,FCSA,EEPI,"EL LAVADO DE MANOS A LOS FAMILIARES DE CHEYLA EN TUNJA, BOYACA",CHEYLA FANORY REYES CARDENAS,HOGAR CHEYLA,No,Si,INTRODUCCIÓN Y FUNDAMENTACIÓN EN EPIDEMIOLOGIA,Si,0,1,1,3,202120
TUNJA,FCSA,EEPI,EDUCACIÓN HÁBITOS VIDA SALUDABLE ADULTA MAYOR DIABÉTICA,YENNY PAOLA ESTEPA LÓPEZ,HOOGAR,No,Si,INTRODUCCIÓN Y FUNDAMENTACIÓN EN EPIDEMIOLOGIA,Si,0,1,1,3,202120
TUNJA,FCSA,EEPI,UTILIZACION ADECUADA DEL TAPABOCAS EN UN NUCLEO FAMILIAR DEL MUNICIPIO DE PAIPA,LIZETH CAROLINA ROJAS BONILLA,FAMILIA,No,Si,INTRODUCCIÓN Y FUNDAMENTACIÓN EN EPIDEMIOLOGIA,Si,0,1,1,4,202120
SOGAMOSO,FCJS,PDCP,ENCUENTRO DE PARES ESTUDIANTES DE DOS INSTITUCIONES DE EDUCACIÓN SUPERIOR,"NICOLLE VIVIANA UYABÁN ROMERO,  BRIGITTE TATIANA BLANCO TIBADUIZA Y NELSON BERARDO ARÉVALO ARÉVALO",ESTUDIANTE EN PROCESO DE FORMACIÓN PARA PATRULLEROS DE LA POLICÍA,No,Si,DERECHO PENAL ESPECIAL,Si,0,3,1,52,202120
TUNJA,FCSA,PBLC,"ABORDAJE A CONCEPTOS BÁSICOS, MICROORGANISMOS Y ENFERMEDADES TRANSMITIDAS POR ALIMENTOS ENTRE LOS ESTUDIANTES DE LA MODALIDAD DE ATENCIÓN INTEGRAL A LA PRIMERA INFANCIA DE LA INSTITUCIÓN EDUCATIVA SILVINO RODRÍGUEZ, DE LA CIUDAD DE TUNJA, BOYACÁ.",DERLY DAYANA BALAGUERA PARRA - ANGIE PAOLA RINCÓN MACHUCA,ESTUDIANTE DE LA MODALIDAD DE ATENCIÓN INTEGRAL A LA PRIMERA INFANCIA DE LA INSTITUCIÓN EDUCATIVA SILVINO RODRÍGUEZ DEL GRADO DÉCIMO.,No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,19,3,19,202120
"TUNJA, SOGAMOSO","FCIN 
FCHE","PBLC 
PDCP 
PIIN ",IMPACTO DE LAS FAKE NEWS EN LAS REDES SOCIALES.,"NATALY GUISELLE HERNÁNDEZ RUEDA, VALERIA ALEJANDRA LEÓN TORRES, LINA ALEJANDRA DUARTE GUERRERO, LAURA MARIA CAMARGO GONZALEZ",POBLACIÓN GENERAL QUE TIENE ACCESO A LAS REDES SOCIALES COMO FACEBOOK E INSTAGRAM,No,Si,HUMANIDADES,Si,0,4,1,100,202120
TUNJA,FCHE,PSICOLOGÍA,PROBLEMÁTICA GENERADAS POR EL USO DE LAS REDES SOCIALES,"KAROL STEFANNY PINTO GOMEZ, ANDRES FELIPE PORRAS ACERO, MARIA JOSE SOLANO VARGAS, SEBASTIAN CAMILO CASTANEDA MARQUEZ",PERSONAS DE 14 AÑOS EN ADELANTE QUE USAN LAS REDES SOCIALES,No,Si,HUMANIDADES,Si,0,4,1,100,202120
"TUNJA, SOGAMOSO",FCHE,PSICOLOGÍA,DIVERSAS PROBLEMÁTICAS QUE GENERAN LAS REDES SOCIALES Y ALGUNAS ESTRATEGIAS PARA PREVENIRLAS,"TATIANA CELIS ALARCÓN, KAREN LORENA PORRAS PARDO, MARÍA ALEJANDRA MORENO CHAPARRO Y LAURA NATALY MONTAÑA TORRES",LOS JÓVENES QUE INTERACTUARON POR MEDIO DE LAS REDES SOCIALES DE FACEBOOK E INSTAGRAM,No,Si,HUMANIDADES,Si,0,4,1,270,202120
SOGAMOSO,FCJS,PDCP,AFECTACIONES DE LAS REDES SOCIALES,"JULIÁN CAMILO VARGAS DIAZ, JUAN SEBASTIAN QUINTANA AYALA, FERNANDO JAVIER LOZANO PÉREZ","REDES SOCIALES, COMUNIDAD EN GENERAL",No,Si,HUMANIDADES,Si,0,3,1,10,202120
TUNJA,FCHE,PSICOLOGÍA,"DIVULGACIÓN DE ESTRATEGIAS PARA EL MANEJO DE RESIDUOS SÓLIDOS, DIRIGIDO A LOS RECICLADORES DEL BARRIO MANITAS EN LA CIUDAD DE SOGAMOSO, BOYACÁ 2021","CAROL YISETH GAVIDIA TORRES, DANIEL ESTEBAN VÁSQUEZ DUEÑAS, EDWARD STEVEN BARBOSA SÁENZ, KAREN YISETH OSPINA ZAMBRANO, LUISA FERNANDA GARCÍA GARCÍA",COMUNIDAD DE RECICLADORES DEL BARRIO MANITAS,No,Si,PROBLEMAS DE CONTESiTO,Si,0,5,1,20,202120
TUNJA,FCSA,PBLC,"DIAGNÓSTICO, MANIFESTACIONES CLÍNICAS, MANEJO Y TRATAMIENTO DEL PARASITISMO INTESTINAL, HÁBITOS DE HIGIENE, ACTIVIDADES DE PROMOCIÓN Y PREVENCIÓN EN LA MODALIDAD PRIMERA INFANCIA EN LAS INSTITUCIONES EDUCATIVAS GIMNASIO GRAN COLOMBIANO Y GUSTAVO ROJAS PINILLA",LAURENS DANEYEE FONSECA MOLINA Y DAYANE LORENA CIENDUA MONROY,"ESTUDIANTES DE DÉCIMO GRADO, PERTENECIENTES A LA MODALIDAD PRIMERA INFANCIA DE LOS COLEGIOS; GIMNASIO GRAN COLOMBIANO Y GUSTAVO ROJAS PINILLA.",No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,2,1,7,202120
TUNJA,FCSA,PBLC,INTEGRACIÓN CON LOS ESTUDIANTES DE GRADO DÉCIMO DE LA INSTITUCIÓN EDUCATIVA LIBERTADOR SIMÓN BOLÍVAR Y JULIUS SIBER,LIZETH DANIELA VALDERRAMA Y LAURA CAMILA CASTIBLANCO,INSTITUCIÓN EDUCATIVA LIBERTADOR SIMON BOLIVAR- JULIUS SIBER,No,Si,PROYECCIÓN SOCIAL,Si,0,2,1,23,202120
TUNJA,FCJS,PDCP,"PREVENCIÓN, PROTECCIÓN, CUIDADO Y FUTURO DEL MEDIO AMBIENTE DEL MUNICIPIO DE PAZ DE ARIPORO",HÉCTOR GUILLERMO ALFONSO RODRÍGUEZ,POBLACIÓN EN GENERAL Y ESTUDIANTIL,No,Si,SOCIOLOGÍA JURÍDICA,Si,0,1,0,100,202120
TUNJA,FADU,PDGR,ANÁLISIS Y DIVULGACION DE LA GRÁFICA POPULAR PARA EL RECONOCIMIENTO DE LA IDENTIDAD CULTURAL LOCAL POR MEDIO DE GRAFITIS Y MURALES EN EL BARRIO LOS MUISCAS DE LA CIUDAD DE TUNJA,"CARLOS MARCELLO OBREGÓN ROSSI, HÉCTOR FELIPE MARTÍNEZ VASQUEZ, MARIA CAMILA OTÁLORA LÓPEZ, SILVIA NATALIA JIMÉNEZ GALINDO.",BARRIO LOS MUISCAS,No,Si,PROBLEMAS DE CONTESiTO,Si,0,4,1,15,202120
TUNJA,"FADU 
FCHE","PDGR 
PSIC",ENSEÑANZA Y APRENDIZAJE DEL COLOR EN EL CICLO DE EDUCACIÓN BÁSICA SECUNDARIA EN LA INSTITUCIÓN EDUCATIVA GIMNASIO VIZCAYA EN LA CIUDAD DE TUNJA,"NICOLAS DAVID RODRÍGUEZ, KAROL VANESSA FORERO, LAURA MARÍA SANABRIA", INSTITUCIÓN EDUCATIVA GIMNASIO VIZCAYA,No,Si,PROBLEMAS DE CONTESiTO,Si,0,3,1,15,202120
TUNJA,FCJS,PDCP,ESTRATEGIAS PARA EL TRABAJO DECENTE EN VENDEDORES AMBULANTES EN EL CENTRO HISTÓRICO DE TUNJA DURANTE EL AÑO 2021,CRISTIANJAVIERANGARITAVARGASGILBERTOALFONSOSÁENZSALAS,VENDEDORES AMBULANTES DEL CENTRO HISTÓRICO DE TUNJA,No,Si,PROBLEMAS DE CONTESiTO,Si,0,2,1,20,202120
TUNJA,FCHE,PSICOLOGÍA,"ESTRATEGIAS DE SENSIBILIZACIÓN SOBRE EL BUEN MANEJO DE LOS RESIDUOS SÓLIDOS EN LOS ESTUDIANTES Y SUS FAMILIAS  DE LA UNIVERSIDAD DE BOYACÁ  DE SÉPTIMO SEMESTRE DE LOS PROGRAMAS CIENCIAS E INGENIERÍA Y DERECHO , CIENCIAS POLÍTICAS","ANGIEE TATIANA RODRIGUEZ RODRIGUEZ , JULIETH NATALIA ROJAS PEDRAZA , KAROL DAYANA DAMIAN , DERLY DAYANA BALAGUERA, DAIRO MARIÑO",ESTUDIANTES DE LA UNIVERSIDAD DE BOYACÁ DE SÉPTIMO SEMESTRE DE LOS PROGRAMAS CIENCIAS E INGENIERÍA Y DERECHO Y CIENCIAS POLÍTICAS,No,Si,PROBLEMAS DE CONTESiTO,Si,0,14,1,14,202120
TUNJA,FCHE,PSICOLOGÍA,"GENERAR PROPUESTAS DE SENSIBILIZACIÓN PARA MEJORAR LA MOVILIZACIÓN DE LOS ESTUDIANTES DE BACHILLERATO, DESDE SUS CASAS AL COLEGIO SIMÓN BOLÍVAR DE SORACÁ.","ALISi MARIEL MONTAÑA VANEGAS, DIANA MILENA MARTÍNEZ BARÓN.",ESTUDIANTES DE BACHILLERATO DEL MUNICIPIO DE SORACÁ,No,Si,PROBLEMAS DE CONTESiTO,Si,0,2,1,20,202120
TUNJA,FCHE,PDCP,ANÁLISIS DE LA VULNERACIÓN DE LOS DERECHOS FUNDAMENTALES EN LA MOVILIZACIÓN EN TUNJA 2021,JEISON HUMBERTO SANCHEZ CASTILLO RICARDO ESTEBAN MEJIA CAMACHO ERIKA MAGNOLIA VILLALOBOS MURCIA,JÓVENES,No,Si,PROBLEMAS DE CONTESiTO,Si,0,3,1,30,202120
TUNJA,FCHE,PSICOLOGÍA,ESTRATEGIAS QUE CONTRIBUYAN A LA DISMINUCIÓN Y PREVENCIÓN DEL CONSUMO DE CIGARRILLO EN ESTUDIANTES UNIVERSIDAD DE BOYACÁ QUE RESIDEN EN EL BARRIO LOS MUISCAS DE LA CIUDAD DE TUNJA - BOYACÁ,"ANDRES FELIPE PARDO, CARLOS ALBERTO BENAVIDES LOPEZ, ANDRÉS CAMILO ÁLVAREZ RODRÍGUEZ, KAROL DANIELA GALAN CORREDOR, BRAYAN STEVE GONGORA GIL, ANGELICA DAYANA GARCIA PACHECO.",ESTUDIANTES UNIVERSIDAD DE BOYACÁ QUE RESIDEN EN EL BARRIO LOS MUISCAS,No,Si,PROBLEMAS DE CONTESiTO,Si,0,6,1,20,202120
SOGAMOSO,FCJS,PDCP,"IMPLEMENTACIÓN DE LA HUELLA VERDE EN LOS NIÑOS DE FIRAVITOBA, BOYACÁ",LAURA SOFIA CORREA PARRA Y ANDRES FELIPE CUY SALAMANCA,NIÑOS DE ZONA RURAL,No,Si,SOCIOLOGÍA JURÍDICA,Si,0,2,1,6,202120
SOGAMOSO,FCJS,PDCP,ESTRATEGIAS PARA MITIGAR EL ALCOHOLISMO EN JÓVENES DE 14 A 25 AÑOS EN EL MUNICIPIO DE AQUITANIA,"ANGIE DAYANA MONTAÑA MARTINEZ, DAYRO SANTIAGO AFRICANO VARGAS, FABIO ALESiANDER VARGAS",ADOLESCENTES ENTRE 14 A 25 AÑOS.,No,Si,PROBLEMAS DE CONTESiTO,Si,0,3,1,70,202120
TUNJA,FCSA,"PENF 
PFIT", PROPUESTAS PARA MITIGAR LA INSEGURIDAD EN EL PARQUE EL BOSQUE DE LA REPÚBLICA EN LA CIUDAD DE TUNJA,KEIDY JOHANNA CHACON TORRERS ERIKA JOHANNA PEREZ JIMENEZ DIALA ELOISA BARAJAS,TRANSEÚNTES DEL PARQUE DEL BOSQUE DE LA REPUBLICA DE LA CIUDAD DE TUNJA,No,Si,PROBLEMAS DE CONTESiTO,Si,0,3,1,10,202120
SOGAMOSO,FCHE,PDCP,ESTRATEGIA DE SENSIBILIZACION SOBRE EL IMPACTO QUE GENERA EL USO DE  REDES SOCIALES EN LA COMUNIDAD,"ANGIE CAROLINA GUEZGUAN TANGUA,ANGIE TATIANA LOPEZ MONTAÑEZ,ANGELA LISETH TANGUA CORZO,KAREN MICHEL ZEA",REDES SOCIALES,No,Si,HUMANIDADES,Si,0,4,1,90,202120
TUNJA,FCHE,"PCSO 
PTRE",PROPUESTAS PARA MITIGAR LOS IMPACTOS PSICOLÓGICOS PRODUCIDOS POR LAS REDES SOCIALES EN ESTUDIANTES DE PRIMER SEMESTRE EN COMUNICACIÓN SOCIAL Y TERAPIA RESPIRATORIA DE LA UNIVERSIDAD DE BOYACÁ,"ZARITH VANESSA ARIAS BABATIVA, JENNY ALEJANDRA BERNAL ROMERO, MARÍA FERNANDA PENAGOS GIRALDO, CÉSAR AUGUSTO CARRILLO LÓPEZ, JUAN CAMILO JIMÉNEZ MÉNDEZ",ADOLESCENTES,No,Si,HUMANIDADES,Si,0,5,1,500,202120
TUNJA,FCHE,PENF,SEGURIDAD EN LA RED,JUAN SEBASTIÁN CARVAJAL CAMARGO,POBLACIÓN EN GENERAL,No,Si,HUMANIDADES,Si,0,1,1,100,202120
TUNJA,FCHE,PSICOLOGÍA,ACCIÓN DE INFORMACIÓN SOBRE EL USO DE LAS REDES SOCIALES,"KAROL DAYANA DAMIÁN PEÑA, PAULA DAYANA MARTÍNEZ ESCAMILLA, ÁNGELA DANIELA ORDUZ MACÍAS, CARLOS EDUARDO ESTUPIÑÁN BARRIOS, EDWIN ALESiANDER HERNÁNDEZ, DIEGO FERNANDO IRREÑO TORRES",ESTUDIANTES UNIVERSITARIOS,No,Si,HUMANIDADES,Si,0,7,1,200,202120
TUNJA,FCHE,PSICOLOGÍA,USO E INFLUENCIA DE LAS REDES SOCIALES,DANIEL LANCHEROS-LUNA CUADROS-NICOLÁS MURCIA,JÓVENES,No,Si,HUMANIDADES,Si,0,3,1,187,202120
TUNJA,FCSA,PBLC, MICOSIS SUPERFICALES EN DIFERENTES POBLACIONES,"NAYIVY YULIANA TOCANCHON, EDWIN FERNEY RAVELO SISSA, LINA MARCELA BARRERA SALAMANCA, LAURA JULIANA COCUNUBO PALACIOS, LIGIA LUZDEY PRIETO ROBLES, ALEJANDRA PABON GARCIA, VALENTINA LA ROTTA ROZO, BRAYAN ARTURO RAMIREZ MENDEZ, JUAN CAMILO ZAMORA PAVA, JENY PAOLA PEREZ HOLGUIN, LAURA PIEDAD PEREA, YASSER NICOLÁS SÁNCHEZ IDÁRRAGA, YURANCY YUREIDY PASTRAN ROJAS, LUISA ALEJANDRA VARGAS TABACO, HELLEN CRISTINA GONZALEZ GONZÁLEZ, SERGIO ANDRES SALCEDO PEDREROS, CLAUDIA VALERIA BARRERO BELLIZZIA, DANNA VALENTINA MARÍN ROMERO, LEIDY JOHANA DUEÑAS MONTAÑEZ, PAULA ANDREA PUENTES BRAVO, JAZLY MELANIE NATALY MESA DIAZ",ADULTOS CON MICOSIS,No,Si,MICOLOGÍA II,Si,0,1,1,42,202120
TUNJA,"FCIN 
FCHE","INGENIERÍA AMBIENTAL, MEDICINA",ESTRATEGIAS PARA MITIGAR LA CONTAMINACIÓN AMBIENTAL GENERADA POR COLILLAS DE CIGARRILLO EN LA UNIVERSIDAD DE BOYACÁ,ANGELA PATRICIA CARO GARCIA,DIAGNOSTICO Y SENSIBILIZACION PARA ESTRATEGIAS PARA MITIGAR LA CONTAMINACIÓN AMBIENTAL GENERADA POR COLILLAS DE CIGARRILLO,No,Si,PROBLEMAS DE CONTESiTO,Si,0,120,1,300,202120
TUNJA,FCSA,PSICOLOGÍA,DISEÑO E IMPLEMENTACIÓN DE ESTILOS Y HÁBITOS ALIMENTICIOS SALUDABLES EN LOS ESTUDIANTES DE ISi SEMESTRE DE MEDICINA DE LA UNIVERSIDAD DE BOYACA,"ANDRES FELIPE GARCIA VALDERRAMA, MARIA ALEJANDRA RUEDA BARBOZA, NASLY ZAMARA VILLAMIL DIAZ, SUSAN NATALIA MONROY ESCAMILLA, MARIA CAMILA TEJEDOR MEDINA, LIZETH TATIANA CALA ROJAS",ESTUDIANTE DE MEDICINA NOVENO SEMESTRE,No,Si,PROBLEMAS DE CONTESiTO,Si,0,21,1,21,202120
TUNJA,FCHE,PSICOLOGÍA,DIAGNÓSTICO Y SENSIBILIZACIÓN DE LOS HABITANTES DE LA VEREDA FURATENA Y PURI ,"JOHN ALEJANDRO RIAÑO SALINAS, MARÍA FERNANDA REINA SALINAS, YUSELY NATALIA SÁENZ TRIANA, VIVIANA SOFIA MONTAÑA MANOSALVA, GERMAN ANDRÉS RUIZ MORANTES",LOS HABITANTES DE LA VEREDA FURATENA Y PURI DEL MUNICIPIO DE PAUNA BOYACÁ,No,Si,PROBLEMAS DE CONTESiTO,Si,0,5,1,25,202120
TUNJA,FCIN,"INGENIERÍA AMBIENTAL, INGENIERÍA INDUSTRIAL, INGENIERÍA MECATRÓNICA",PERSPECTIVAS DE LOS DOCENTES DE LA FACULTAD DE CIENCIAS E INGENIERÍA SOBRE LA EDUCACIÓN REMOTA DURANTE LA PANDEMIA EN LA UNIVERSIDAD DE BOYACÁ SEDE TUNJA,ESTEBAN LEONARDO HERRERA MOGOLLÓN-ASTRID DAYANA GIL LÓPEZ-JUAN MANUEL MEJÍA GÓMEZ-DAVID SANTIAGO ORTEGÓN FERRO-SEBASTIÁN RIVEROS ORTIZ,DOCENTES DE LA FCIN DE LA UNIVERSIDAD DE BOYACÁ,No,Si,PROBLEMAS DE CONTESiTO,Si,0,5,1,3,202120
TUNJA,FCSA,"INGENIERÍA AMBIENTAL, MEDICINA",DIAGNÓSTICO Y SENSIBILIZACIÓN A LOS HABITANTES DE LA VEREDA BUENA VISTA,"AREALCY CEDEÑO CHAPARRO, LEIDY JOHANA MESA PÉREZ, FELIPE NOGUERA SÁNCHEZ, ENRIQUE RODRÍGUEZ GUECHA, KEVIN ARÉVALO CALDERÓN",LOS HABITANTES DE LA VEREDA BUENA VISTA UBICADA EN LA CIUDAD DE SOGAMOSO,No,Si,PROBLEMAS DE CONTESiTO,Si,0,5,1,10,202120
TUNJA,FCHE,PSICOLOGÍA,"ESTRATEGIAS PARA MITIGAR LOS IMPACTOS AMBIENTALES PRODUCIDOS POR LAS PALOMAS EN LA PLAZA DE LA VILLA DE SOGAMOSO, BOYACÁ",LIANA YAWSOVI VELÁSQUEZ IGUA ANYELA NAYIBE HERNÁNDEZ MOLINA   JOSÉ WILSON LÓPEZ ANGARITA   JUAN NICOLAS TOVAR SALCEDO DANNA SOFIA MORENO BLANCO    ANGELA VANESSA GUERRERO MUÑOZ   ,COMUNIDAD DE SOGAMOSO,No,Si,PROBLEMAS DE CONTESiTO,Si,0,6,1,"111,336",202120
"TUNJA, SOGAMOSO","FCSA
FCHE","PCSO 
PDCP 
PENF 
PFIT 
PMED",DIAGNÓSTICO Y DISEÑO DE ESTRATEGIAS PARA MITIGAR LOS CONFLICTOS FAMILIARES PRODUCIDOS POR LA PANDEMIA EN EL PERIODO 2020-2021 EN ESTUDIANTES DE LOS PROGRAMAS DE DERECHO Y COMUNICACIÓN SOCIAL DE OCTAVO Y NOVENO SEMESTRE DE LA UNIVERSIDAD DE BOYACÁ,PAULA ANDREA BURGOS MONROY MARLLY LORENA GUZMÁN CAMACHO DANNA VALENTINA PEREZ ESTRADA INGRID TATIANA PICO LLANOS ELIANA PAOLA ARCHILA GÓMEZ,ESTUDIANTES DE LOS PROGRAMAS DE DERECHO Y COMUNICACIÓN SOCIAL DE OCTAVO Y NOVENO SEMESTRE DE LA UNIVERSIDAD DE BOYACÁ,No,Si,PROBLEMAS DE CONTESiTO,Si,0,17,0,51,202120
TUNJA,FCJS,PCSO,PRODUCCIÓN DE UN VIDEOCLIP CON LOS JÓVENES DEL CENTRO JUVENIL AMIGONIANO EN LA CIUDAD DE TUNJA.,RICARDO LEÓN,CENTRO JUVENIL AMIGONIANO,No,Si,TELEVISIÓN,Si,0,16,1,15,202120
TUNJA,FCJS,PCSO,ACTIVIDAD RETÓRICA PARA NIÑOS DE PRIMERO BÁSICO DEL COLEGIO GIMNASIO VIZCAYA,"CAMILA ANDREA BOHORQUEZ, LAURA STEFANÍA AMARILLO CARVAJAL, LISETH OMAIRA SILVA,MARIANA MONTEALEGRE",COLEGIO GIMNASIO VIZCAYA,No,Si,LINGÜÍSTICA,Si,0,3,1,15,202120
TUNJA,FCJS,PCSO,"USO DE MEDIOS EN LA EDUCACIÓN, PARA DOCENTES DE LA I.E MIÑA Y TICHA DEL MUNICIPIO DE GUACHETÁ, CUNDINAMARCA.","JAIME ALBERTO PULIDO OCHOA, LUIS ANTONIO SEPÚLVEDA ZAMORA",INSTITUCIÓN EDUCATIVA MIÑÁ Y TICHA,Si,No, ,Si,0,2,2,32,202120
SOGAMOSO,FCJS,PDCP,ESTRATEGIA DE ENSEÑANZA EN NIÑOS Y NIÑAS SOBRE LA IMPORTANCIA DEL LAVADO DE MANOS,"ÁLVARO SANTAFÉ ANZOLA, LUIS GERARDO BARRERA SALINAS","JARDÍN INFANTIL RISUEÑITOS DEL MUNICIPIO DE PESCA, JARDÍN INFANTIL OSITOS CARIÑOSITOS DEL MUNICIPIO DE SOGAMOSO",No,Si,SOCIOLOGÍA JURÍDICA,Si,0,2,1,20,202120
TUNJA,FCJS,PCSO,INVESTIGACIÓN PERIODÍSTICA CON POBLACIÓN JUVENIL PRIVADA DE LA LIBERTAD,"DOCENTE: VIVIANA GARZÓN RAMÍREZ, ASTRID NATALIA RUBIO MORENO, DANIEL STIVEN LANCHEROS SÁNCHEZ",CENTRO JUVENIL AMIGONIANO,No,Si,REDACCIÓN BÁSICA,Si,0,2,1,6,202120
"TUNJA, SOGAMOSO",FCHE,PSICOLOGÍA,DIVULGACIÓN DE INFORMACIÓN VERÍDICA RESPECTO A LOS RIESGOS DE LAS REDES SOCIALES,"DAVID SANTIAGO SANCHEZ LEÓN, LAURA MARCELA RODRÍGUEZ VARGAS, JESSICA ALEJANDRA CELY AMARILLO, WENDY GABRIELA RODRÍGUEZ MENDOZA, JENNIFER NATALIA ÁLVAREZ VELANDIA, CRISTIAN, CAMILO RAMÍREZ ZAMBRANO, YULIETH MARIANA ALFONSO ESCOBAR",ESTUDIANTES DE LA UNIVERSIDAD DE BOYACÁ,No,Si,HUMANIDADES,Si,0,7,1,100,202120
TUNJA,FCJS,PCSO,JÓVENES Y MOVILIZACIÓN SOCIAL- PROCESO DE INVESTIGACIÓN PERIODÍSTICA,"VIVIANA GARZÓN RAMÍREZ, VALENTINA FIALLO MARTÍNEZ",COLECTIVO JAIME GARZÓN,No,Si,PERIODISMO,Si,0,1,1,28,202120
TUNJA,FCJS,PCSO,DERECHOS DE LA POBLACIÓN PRIVADA DE LA LIBERTAD- PROCESO DE INVESTIGACIÓN PERIODÍSTICA,"DOCENTE: VIVIANA GARZÓN RAMÍREZ, PAULA ORTEGÓN",CENTRO PENITENCIARIO LA PICOTA,No,Si,REDACCIÓN BÁSICA,Si,0,1,1,3,202120
TUNJA,FCJS,PSICOLOGÍA,PROBLEMÁTICAS Y SOLUCIONES DE LAS REDES SOCIALES,IRENE NIÑO- DARLY MEDINA- JEAN RINCÓN- ERIKA MORALES ,JUVENTUD,No,Si,HUMANIDADES,Si,0,4,1,92,202120
TUNJA,FCHE,PSICOLOGÍA,PROBLEMÁTICAS DE LAS REDES SOCIALES.,SAMUEL FELIPE GALLARDO HIDALGO. CARLOS ANDRÉS RAVELO DUARTE. MAYRA ALEJANDRA ASSÍAS GARCÍA. YENNIFER DAYANA BRAVO RAMÍREZ.,JÓVENES,No,Si,HUMANIDADES,Si,0,4,1,311,202120
TUNJA,FCHE,MEDICINA,INFOGRAFÍA ACERCA DE LOS RIESGOS DEL USO ESiCESIVO DE LAS REDES SOCIALES.,ANA CAMILA NAVARRO CARRILLO-ANA SOFIA CASTELLANOS SUAREZ- LAURA CATALINA ÁLVAREZ HERNÁNDEZ-LEIDY ALESiANDRA FAJARDO DELGADO-LISETH KARINA ACEVEDO CASTILLO- MARÍA JOSÉ DUEÑAS TRIANA,JÓVENES Y ADULTOS,No,Si,HUMANIDADES,Si,0,55,0,293,202120
TUNJA,FCHE,PSICOLOGÍA,¿CÓMO TE AFECTAN LAS REDES SOCIALES?,MARÍA FERNANDA RODRÍGUEZ ARIAS-YESSICA ALEJANDRA HERNÁNDEZ MONGUI-LISETH PAOLA ARIAS ROJAS-ANGELICA FERNANDA ESPINOSA BENAVIDES,JÓVENES UNIVERSITARIOS,No,Si,HUMANIDADES,Si,0,4,3,92,202120
TUNJA,"FCSA
FCHE","MEDICINA, PSICOLOGÍA, TERAPIA RESPIRATORIA",IDENTIFICACIÓN DE LAS PROBLEMÁTICAS POR EL USO ESiCESIVO   DE LAS REDES  SOCIALES  E INFOGRAFÍA PARA DIFUNDIRLA EN LAS REDES Y PODER TRANSMITIR EL MENSAJE DE MITIGACIÓN   ,ANDREA HURTADO SUÁREZ,LOS JÓVENES INTERNAUTAS,No,Si,HUMANIDADES,Si,0,6,1,99,202120
TUNJA,FCHE,PSICOLOGÍA,IDENTIFICAR LAS PROBLEMÁTICAS  POR EL USO ESiCESIVO DE LAS REDES SOCIALES EN LOS JÓVENES,"JOSÉ ÁLVAREZ, PAOLA BECERRA, JOSÉ ESCALANTE, RAFAEL FRYELE, HELMMANTH GONZÁLEZ, ZARI LIZCANO",JÓVENES USUARIOS DE LAS REDES SOCIALES,No,Si,HUMANIDADES,Si,0,6,1,492,202120
TUNJA,FCHE,PSICOLOGÍA,EDUCAR EN IGUALDAD,"MARIA JOSE MORENO ALVAREZ, ANGIE GISSELA GONZÁLEZ PARRA, DIANA MILENA BERROTERAN CRISTANCHO, NICOLE DANIELA RAMÍREZ FORERO, PAULA VALENTINA MORENO ALVAREZ, ARNOLD STEVINSON PARRA PARRA",A LA POBLACIÓN EDUCADORA Y QUE ES EDUCADA,No,Si,HUMANIDADES,Si,0,6,1,73,202120
TUNJA,FCHE,PSICOLOGÍA,FUENTE DE APOYO PARA LA MITIGACIÓN DEL USO ESiCESIVO DE LAS REDES SOCIALES,"LAURA MARCELA POVEDA,  LUIS ALEJANDRO VIANCHA,  KATHERINE ESTEFANIA GOMEZ ,LUISA FERNANDA CHINOME,MARÍA CAMILA MORENO PIRACOCA","A LOS JÓVENES QUE SON USUARIOS DE FACEBOOK, INSTAGRAM Y DEMÁS REDES SOCIALES",No,Si,HUMANIDADES,Si,0,5,1,86,202120
